checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-114,escaped character,questionable,lexical-elements.rst,1132,fls_TXk2yFGh8at5,Character Literals,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,293,general.rst,Method of Description and Syntax Notation,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=escaped character,,,,,,,pending,pending,pending,
PQ-115,evaluation,questionable,expressions.rst,122,fls_1223lwh4nq49,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,126,expressions.rst,Comparison Expressions,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=evaluation,,,,,,,pending,pending,pending,
PQ-116,execution,questionable,statements.rst,44,fls_estqu395zxgk,Statements,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,48,,,none,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=execution,,,,,,,pending,pending,pending,
PQ-117,exported function,questionable,attributes.rst,1491,fls_VKuSiswPMll7,Attribute ``no_mangle``,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,224,attributes.rst,Attribute ``track_caller``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=exported function,,,,,,,pending,pending,pending,
PQ-118,expression-with-block,questionable,expressions.rst,82,fls_xmklb3070sp,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,582,entities-and-resolution.rst,Item Scope,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=expression-with-block,,,,,,,pending,pending,pending,
PQ-119,external function,questionable,ffi.rst,228,fls_v24ino4hix3m,External Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,215,general.rst,Conformity,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=external function,,,,,,,pending,pending,pending,
PQ-120,external function item type,questionable,types-and-traits.rst,1145,fls_sas3ahcshnrh,Function Item Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3493,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=external function item type,,,,,,,pending,pending,pending,
PQ-121,external static,questionable,ffi.rst,263,fls_8ddsytjr4il6,External Statics,1c2c2b73313fb48987ed02ac044ff68cec69968e,general.rst,218,general.rst,Conformity,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=external static,,,,,,,pending,pending,pending,
PQ-122,field list,questionable,types-and-traits.rst,922,fls_YERnNZiSdCRn,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,786,types-and-traits.rst,Enum Types,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=field list,,,,,,,pending,pending,pending,
PQ-123,field selector,questionable,expressions.rst,3722,fls_yeuayil6uxzx,Field Access Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,1293,entities-and-resolution.rst,Field Resolution,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=field selector,,,,,,,pending,pending,pending,
PQ-124,floating-point type,questionable,types-and-traits.rst,396,fls_xcUkEjuclTjp,Floating Point Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,1061,expressions.rst,Arithmetic Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=floating-point type,,,,,,,pending,pending,pending,
PQ-125,function parameter,questionable,functions.rst,66,fls_uwuthzfgslif,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,355,macros.rst,Function-like Macros,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=function parameter,,,,,,,pending,pending,pending,
PQ-126,fundamental,questionable,implementations.rst,167,fls_UkQhjEWSJpDq,Implementation Coherence,1c2c2b73313fb48987ed02ac044ff68cec69968e,implementations.rst,152,implementations.rst,Implementation Coherence,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=fundamental,,,,,,,pending,pending,pending,
PQ-127,future,questionable,concurrency.rst,137,fls_fte085hi1yqj,Asynchronous Computation,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,5006,expressions.rst,Await Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=future,,,,,,,pending,pending,pending,
PQ-128,generic function,questionable,generics.rst,62,fls_ixmgqupxvf73,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,values.rst,172,values.rst,Statics,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=generic function,,,,,,,pending,pending,pending,
PQ-129,hygienic,questionable,macros.rst,1103,fls_4bTKuwDSu5FJ,Hygiene,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,1088,macros.rst,Hygiene,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=hygienic,,,,,,,pending,pending,pending,
PQ-130,identifier,questionable,lexical-elements.rst,488,fls_xsdmun5uqy4c,Identifiers,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,491,expressions.rst,Struct Expressions,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=identifier,,,,,,,pending,pending,pending,
PQ-131,immutable borrow,questionable,ownership-and-deconstruction.rst,201,fls_hyl4bdjbuzbw,Borrowing,1c2c2b73313fb48987ed02ac044ff68cec69968e,ownership-and-deconstruction.rst,197,ownership-and-deconstruction.rst,Borrowing,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=immutable borrow,,,,,,,pending,pending,pending,
PQ-132,immutable reference,questionable,ownership-and-deconstruction.rst,121,fls_wcf5mxrzbujn,References,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,5258,expressions.rst,Capturing,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=immutable reference,,,,,,,pending,pending,pending,
PQ-133,implementation body,questionable,implementations.rst,52,fls_Mcpdzzcw43M7,Implementations,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,540,entities-and-resolution.rst,Generic Parameter Scope,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=implementation body,,,,,,,pending,pending,pending,
PQ-134,implicit borrow,questionable,ownership-and-deconstruction.rst,172,fls_zepwytjwy049,Borrowing,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,507,expressions.rst,Place Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=implicit borrow,,,,,,,pending,pending,pending,
PQ-135,index expression,questionable,expressions.rst,3070,fls_42ijvuqqqlvh,Indexing Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,458,expressions.rst,Place Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=index expression,,,,,,,pending,pending,pending,
PQ-136,indexed operand,questionable,expressions.rst,3074,fls_pc0c22asgzvw,Indexing Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,510,expressions.rst,Place Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=indexed operand,,,,,,,pending,pending,pending,
PQ-137,inherent implementation,questionable,implementations.rst,57,fls_v0n0bna40dqr,Implementations,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,1435,entities-and-resolution.rst,Path Expression Resolution,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=inherent implementation,,,,,,,pending,pending,pending,
PQ-138,integer type,questionable,types-and-traits.rst,423,fls_tHog6qQQp5Bo,Integer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,947,expressions.rst,Type Cast Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=integer type,,,,,,,pending,pending,pending,
PQ-139,irrefutable pattern,questionable,patterns.rst,102,fls_9fjspnefoyvz,Refutability,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,86,statements.rst,Let Statements,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=irrefutable pattern,,,,,,,pending,pending,pending,
PQ-140,iteration expression,questionable,expressions.rst,4126,fls_13hmhzqz82v6,While Loops,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,4122,expressions.rst,While Loops,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=iteration expression,,,,,,,pending,pending,pending,
PQ-141,keyword,questionable,lexical-elements.rst,1464,fls_dti0uu7rz81w,Keywords,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,478,entities-and-resolution.rst,Paths,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=keyword,,,,,,,pending,pending,pending,
PQ-142,label,questionable,expressions.rst,3943,fls_1MTa81vtePN8,Loop Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,879,expressions.rst,Named Blocks,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=label,,,,,,,pending,pending,pending,
PQ-143,left operand,questionable,expressions.rst,97,fls_1r29rtnjlkql,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,105,expressions.rst,Comparison Expressions,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=left operand,,,,,,,pending,pending,pending,
PQ-144,local trait,questionable,types-and-traits.rst,3048,fls_AdbbUZZgMEsQ,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,implementations.rst,152,implementations.rst,Implementation Coherence,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=local trait,,,,,,,pending,pending,pending,
PQ-145,local type,questionable,types-and-traits.rst,60,fls_0yaYKnFrJkhG,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,implementations.rst,159,implementations.rst,Implementation Coherence,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=local type,,,,,,,pending,pending,pending,
PQ-146,macro,questionable,macros.rst,14,fls_j1jc83erljo0,Macros,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,15,inline-assembly.rst,"Macros: asm, global_asm, and naked_asm",none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=macro,,,,,,,pending,pending,pending,
PQ-147,main function signature,questionable,program-structure-and-compilation.rst,266,fls_sbGnkm8Ephiu,Program Entry Point,1c2c2b73313fb48987ed02ac044ff68cec69968e,program-structure-and-compilation.rst,134,program-structure-and-compilation.rst,Crates,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=main function signature,,,,,,,pending,pending,pending,
PQ-148,module,questionable,program-structure-and-compilation.rst,73,fls_odd1hj3y1mgu,Modules,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,735,entities-and-resolution.rst,Visibility,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=module,,,,,,,pending,pending,pending,
PQ-149,mutable borrow,questionable,ownership-and-deconstruction.rst,209,fls_pu19i4sj6yg0,Borrowing,1c2c2b73313fb48987ed02ac044ff68cec69968e,values.rst,332,values.rst,Constant Promotion,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable borrow,,,,,,,pending,pending,pending,
PQ-150,mutable raw pointer type,questionable,types-and-traits.rst,1273,fls_bYWfGDAQcWfA,Raw Pointer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,447,expressions.rst,Place Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable raw pointer type,,,,,,,pending,pending,pending,
PQ-151,mutable reference type,questionable,types-and-traits.rst,1328,fls_GUZuiST7ucib,Reference Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,451,expressions.rst,Place Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable reference type,,,,,,,pending,pending,pending,
PQ-152,opt-out trait bound,questionable,types-and-traits.rst,3255,fls_AzuZmR9DXSQh,Trait and Lifetime Bounds,1c2c2b73313fb48987ed02ac044ff68cec69968e,generics.rst,191,generics.rst,Generic Parameters,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=opt-out trait bound,,,,,,,pending,pending,pending,
PQ-153,outer attribute,questionable,attributes.rst,55,fls_8o6vmzbw1b1j,Attributes,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,451,attributes.rst,Attribute ``no_implicit_prelude``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=outer attribute,,,,,,,pending,pending,pending,
PQ-154,panic,questionable,exceptions-and-errors.rst,46,fls_a554v4n0khye,Panic,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1566,expressions.rst,Arithmetic Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=panic,,,,,,,pending,pending,pending,
PQ-155,passing convention,questionable,ownership-and-deconstruction.rst,274,fls_fvwx2ufeyzcs,Passing Conventions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2442,expressions.rst,Basic Assignment,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=passing convention,,,,,,,pending,pending,pending,
PQ-156,path segment,questionable,entities-and-resolution.rst,305,fls_y1z7kougmahd,Paths,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,182,entities-and-resolution.rst,Path Resolution,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=path segment,,,,,,,pending,pending,pending,
PQ-157,pattern,questionable,patterns.rst,41,fls_imegtsi224ts,Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,865,patterns.rst,Pattern Matching,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pattern,,,,,,,pending,pending,pending,
PQ-158,proc-macro crate,questionable,program-structure-and-compilation.rst,146,fls_Mf62VqAhoZ3c,Crates,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,1854,attributes.rst,Attribute ``proc_macro``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=proc-macro crate,,,,,,,pending,pending,pending,
PQ-159,qualified type,questionable,entities-and-resolution.rst,383,fls_ybv0tdu7dnj5,Paths,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,364,entities-and-resolution.rst,Paths,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=qualified type,,,,,,,pending,pending,pending,
PQ-160,raw pointer,questionable,types-and-traits.rst,1270,fls_7c5w2c2n2nhb,Raw Pointer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1062,expressions.rst,Raw Borrow Expression,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=raw pointer,,,,,,,pending,pending,pending,
PQ-161,receiver operand,questionable,expressions.rst,3611,fls_jx3ryre0xs88,Method Call Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3635,entities-and-resolution.rst,Method Resolution,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=receiver operand,,,,,,,pending,pending,pending,
PQ-162,record struct,questionable,types-and-traits.rst,934,fls_r3g6b8q1bphw,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3323,expressions.rst,Struct Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=record struct,,,,,,,pending,pending,pending,
PQ-163,reference,questionable,ownership-and-deconstruction.rst,93,fls_7x9pi2o7pee7,References,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,993,expressions.rst,Borrow Expression,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=reference,,,,,,,pending,pending,pending,
PQ-164,reference identifier pattern,questionable,patterns.rst,169,fls_joIQdDn44oIT,Identifier Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,ownership-and-deconstruction.rst,618,ownership-and-deconstruction.rst,Drop Scope Extension,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=reference identifier pattern,,,,,,,pending,pending,pending,
PQ-165,refutable type,questionable,patterns.rst,120,fls_m5a5si8b9s7x,Refutability,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,117,patterns.rst,Refutability,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=refutable type,,,,,,,pending,pending,pending,
PQ-166,right operand,questionable,expressions.rst,101,fls_qxdpyf4u3hbz,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,106,expressions.rst,Arithmetic Expressions,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=right operand,,,,,,,pending,pending,pending,
PQ-167,scalar type,questionable,types-and-traits.rst,171,fls_5y8tfx2kgj0c,Scalar Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,5315,expressions.rst,Arithmetic Overflow,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=scalar type,,,,,,,pending,pending,pending,
PQ-168,scope,questionable,entities-and-resolution.rst,475,fls_5x5xykocwyiy,Scopes,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1422,entities-and-resolution.rst,Use Imports,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=scope,,,,,,,pending,pending,pending,
PQ-169,separator,questionable,lexical-elements.rst,189,fls_a6t53o8h1vdk,"Lexical Elements, Separators, and Punctuation",1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,190,macros.rst,Token Matching,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=separator,,,,,,,pending,pending,pending,
PQ-170,signed integer type,questionable,types-and-traits.rst,427,fls_3g2cxq6r7nkp,Integer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1854,expressions.rst,Bit Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=signed integer type,,,,,,,pending,pending,pending,
PQ-171,simple path,questionable,entities-and-resolution.rst,330,fls_n77icl6idazp,Paths,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,519,entities-and-resolution.rst,Visibility,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=simple path,,,,,,,pending,pending,pending,
PQ-172,simple path prefix,questionable,entities-and-resolution.rst,1038,fls_sxo1jb25pl8a,Use Imports,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,342,entities-and-resolution.rst,Paths,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=simple path prefix,,,,,,,pending,pending,pending,
PQ-173,static,questionable,values.rst,168,fls_ibrmiwfypldh,Statics,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,328,expressions.rst,Constant Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=static,,,,,,,pending,pending,pending,
PQ-174,static initializer,questionable,values.rst,201,fls_t17h5h6a6v4c,Statics,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,328,expressions.rst,Constant Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=static initializer,,,,,,,pending,pending,pending,
PQ-175,struct expression,questionable,expressions.rst,3240,fls_ij8rebvupb85,Struct Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,520,expressions.rst,Place Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=struct expression,,,,,,,pending,pending,pending,
PQ-176,struct pattern,questionable,patterns.rst,750,fls_vjdkpr3zml51,Struct Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2481,expressions.rst,Destructuring Assignment,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=struct pattern,,,,,,,pending,pending,pending,
PQ-177,struct value,questionable,types-and-traits.rst,974,fls_0r4qz8k5n1mp,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3241,expressions.rst,Struct Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=struct value,,,,,,,pending,pending,pending,
PQ-178,structurally equal,questionable,types-and-traits.rst,2466,fls_uVTpA7gbLCYX,Structural Equality,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,383,patterns.rst,Path Patterns,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=structurally equal,,,,,,,pending,pending,pending,
